Local,Descricao
4586.0,Av. Santos Dumont (Centro/Bairro) a menos 162m da Av do Estado
4587.0,Av. Santos Dumont (Centro/Bairro) a menos 162m da Av do Estado
4588.0,Av. Santos Dumont (Bairro/Centro) a menos 20m R. Rodolfo Miranda
4589.0,Av. Santos Dumont (Bairro/Centro) a menos 20m R. Rodolfo Miranda
4590.0,Av. José Pinheiro Borges (Centro/Bairro) a mais 147m do Viaduto Milton Leão
4591.0,Estr. de Mogi das Cruzes (Centro/Bairro) nº 590
4592.0,Estr. de Mogi das Cruzes (Centro/Bairro) nº 590
4593.0,Av. Celso Garcia  FAIXA CONTRA FLUXO (Bairro/Centro) nº 5.759
4594.0,Av. Salim Farah Maluf (V.Prudente / Marginal) X R. Diogo Lopes
4595.0,Av. Alcântara Machado (Bairro/Centro) X R. Bresser
4596.0,R. João Teodoro (Brás / Luz) X Av. Tiradentes
4597.0,R. dos Trilhos (Centro/Bairro) a menos 24m da R. Visconde de Laguna
4598.0,R. dos Trilhos (Centro/Bairro) a menos 24m da R. Visconde de Laguna
4599.0,Av. Rio das Pedras (Centro/Bairro) nº 280
4600.0,Av. Rio das Pedras (Centro/Bairro) nº 280
4601.0,Av. Rio das Pedras (Bairro/Centro) nº 203A
4602.0,Av. Rio das Pedras (Bairro/Centro) nº 203A
4603.0,Estr. de Mogi das Cruzes (Bairro/Centro) nº 147 - a menos 1m do nº 209
4604.0,Estr. de Mogi das Cruzes (Bairro/Centro) nº 147 - a menos 1m do nº 209
4605.0,R. do Acre (Centro/Bairro) nº 722
4606.0,R. do Acre (Centro/Bairro) nº 722
4607.0,R. Luis Juliani (São Paulo/Santo André - Santo André/São Paulo) n° 528 - n° 515A
4608.0,R. Luis Juliani (São Paulo/Santo André - Santo André/São Paulo) n° 528 - n° 515A
4609.0,Av. Sapopemba (Bairro/Centro) a mais 54m da R. Ilha do Cardoso
4610.0,Av. Sapopemba (Bairro/Centro) a mais 54m da R. Ilha do Cardoso
4611.0,Av. José Pinheiro Borges (Bairro/Centro) a mais 32m. da R. Alzira Livramento Marzagão
4612.0,Av. José Pinheiro Borges (Centro/Bairro) a menos 60m. da R. José Bauman
4613.0,R. Alvinópolis (Bairro/Centro) a menos 114 m da R. Mirandinha
4614.0,R. Alvinópolis (Bairro/Centro) a menos 114 m da R. Mirandinha
4615.0,Av. Aricanduva (Centro/Bairro) X Av. Rio das Pedras
4616.0,Av. do Estado (Ipiranga/Santana) x R. João Teodoro
4617.0,Av. Aricanduva (Bairro/Centro) x R. Sebastião de Andrade
4618.0,Av do Estado (Santana/Ipiranga) x R dos Patriotas
4619.0,Av. São Luís (República/Sé) x Rua da Consolação
4620.0,Av do Estado (Santana/Ipiranga) x Av Cruzeiro do Sul
4621.0,av. Aricanduva (Bairro/Centro) x Av. Itaquera
4622.0,Av. Ragueb Chohfi (São Mateus/Tiradentes) x Av. Aricanduva
4623.0,Rua Melo Freire (Centro/Bairro) x Rua Apucarana
4624.0,"Av. Aricanduva (Bairro/Centro) a menos 1,385 km da Est. da Fazenda do Carmo"
4625.0,"Av. Aricanduva (Bairro/Centro) a menos 1,385 km da Est. da Fazenda do Carmo"
4626.0,Av. Aricanduva (Centro/Bairro) a menos 65m do nº 12.200
4627.0,Av. Aricanduva (Centro/Bairro) a menos 65m do nº 12.200
4628.0,R. Drº. Assis Ribeiro (Centro/Bairro) nº 414
4629.0,Av. Aricanduva (Bairro/Centro) a mais 65m da Av. Matapi
4630.0,Av. Aricanduva (Bairro/Centro) a mais 65m da Av. Matapi
4631.0,Av. Marechal Tito (Bairro/Centro) a mais 191m do Vd. da China
4632.0,Av. Marechal Tito (Bairro/Centro) a mais 191m do Vd. da China
4633.0,Av. Marechal Tito (Centro/Bairro) Rua Caraipe das Águas
4634.0,Av. José Pinheiro Borges (Centro/Bairro) R. Santana do Agreste
4635.0,Av. José Pinheiro Borges (Bairro/Centro) x R. Santana do Agreste
4636.0,Av. Aricanduva (Bairro/Centro) a menos 225m da R. Fortuna de Minas
4637.0,Av. Aricanduva (Bairro/Centro) a menos 225m da R. Fortuna de Minas
4638.0,Rua Melo Freire (Centro/Bairro) x Rua Apucarana
4641.0,Av. Drº. José Artur Nova (São Paulo / Guarulhos - Guarulhos / São Paulo) n° 800 - oposto n° 800
4642.0,Av. Nordestina (Itaim/Guaianases) Rua José Leão dos Santos
4643.0,Av. Nordestina (Guaianases/Itaim) a mais 86m da Rua Parreira Brava
4644.0,Av. Aricanduva (Bairro/Centro) a menos 38 metros da Rua Arquiteto Heitor de Melo
4647.0,Av. do Estado (Santana/Ipiranga) a menos 32m da Rua Dona Ana Neri
4648.0,Av. Prof. Luiz Ignacio Mello (Centro/Bairro) nº 1820
4649.0,Av. Prof. Luiz Ignacio Mello (Centro/Bairro) nº 1820
4653.0,Av. Alcântara Machado (Bairro/Centro) X R. Bresser
4654.0,Av. Osvaldo Pucci (Cidade Líder/José Bonifacio - José Bonifacio/Cidade Líder) a mais 3m oposto ao n° 555 - a menos 3m n° 555
4655.0,Av. Osvaldo Pucci (Cidade Líder/José Bonifacio - José Bonifacio/Cidade Líder) a mais 3m oposto ao n° 555 - a menos 3m n° 555
4657.0,
5080.0,R. Clélia (Bairro/Centro) nº 1.607
5081.0,R. Clélia (Bairro/Centro) nº 939
5082.0,Av. Nove de Julho (Centro/Bairro) nº 5.866
5083.0,Av. Nove de Julho (Centro/Bairro) nº 5.866
5084.0,Av. Jabaquara (Centro/Bairro) nº 2046
5085.0,Av. Dom Pedro I (Mooca/Ipiranga) nº 920
5086.0,Av. Dom Pedro I (Ipiranga/Mooca) nº 909
5089.0,Av. Marques de São Vicente (Bairro/Centro) a mais 80m do n° 2.853
5090.0,Av. Marques de São Vicente (Bairro/Centro) a mais 80m do n° 2.853
5091.0,Av. Marques de São Vicente (Centro/Bairro) n° 2.898
5092.0,Av. Marques de São Vicente (Centro/Bairro) n° 2.898
5095.0,Av. Ordem e Progresso (Centro/Bairro) Oposto ao n° 95
5096.0,Av. Ordem e Progresso (Centro/Bairro) Oposto ao n° 95
5097.0,Av. Drº. Abraão Ribeiro (Centro/Bairro) x Av. Marques de São Vicente
5098.0,Av. Brasil (Pinheiros/Ibirapuera) x R. Colombia
5099.0,Av. Francisco Matarazzo (Centro/Bairro) x R. Barão de Tefé
5100.0,Av. Francisco Matarazzo (Centro/Bairro) x R. Barão de Tefé
5101.0,C.V. Ayrton Senna (Centro/Bairro) a mais 50 m da Av. Vinte e Três de Maio
5102.0,Av. Dr. Ricardo Jafet (Imigrantes/Ipiranga) a menos 10 m da R. Saioá
5103.0,Av. Vinte e Três de Maio (Aeroporto/ Santana) a mais 134m do Acesso a R. Pedroso
5104.0,Av. Vinte e Três de Maio (Santana/Aeroporto) a mais 183m da R. Asdrubal do Nascimento
5105.0,Av. Vinte e Três de Maio (Santana/Aeroporto) a menos 100m do C.V. Ayrton Senna
5106.0,Av. Vinte e Três de Maio (Aeroporto/Santana) a mais 100m do Acesso a R. Drº. Luis F. Sobrinho
5111.0,Av. Santo Amaro (Bairro/Centro) n° 2.587
5112.0,Av. Santo Amaro (Bairro/Centro) n° 2.587
5113.0,Av. Santo Amaro (Centro/Bairro) nº 2.524
5114.0,Av. Santo Amaro (Centro/Bairro) nº 2.524
5115.0,Av. Juntas Provisorias (Anchieta / Mooca) n° 295
5116.0,Av. Ibirapuera (Centro/Bairro) nº 3398
5117.0,Av. Ibirapuera (Centro/Bairro) nº 3398
5118.0,Av. Duque de Caxias (Centro/Bairro) n° 193
5120.0,Av. Juntas Provisórias (Mooca / Anchieta) n° 1.338
5121.0,Av. Pompéia (Barra Funda / Pompeia) Oposto n° 227
5122.0,Av. Pompéia (Pompeia / Barra Funda) n° 227
5123.0,Av. São João (Bairro/Centro) n° 2.097
5124.0,Av. São João (Bairro/Centro) n° 2.097
5125.0,R. Teodoro Sampaio (Bairro/Centro) nº 1.316
5126.0,Av. Antartica (Marginal Tiete / Pinheiros) a mais 10 m do Viaduto Antartica
5127.0,R. Sena Madureira (Ibirapuera / Vila Mariana) n° 1.355
5128.0,Av. Angélica (Centro/Bairro) x R. Cel. José Eusébio
5129.0,R. Estados Unidos (Itaim/Pinheiros) x Av. Reboucas
5130.0,Av. Ibirapuera (Bairro/Centro) x Av. Moaci
5131.0,Av. Ibirapuera (Bairro/Centro) x Av. Moaci
5132.0,Av. Santo Amaro (Bairro/Centro) x R. Afonso Braz
5133.0,Av. Santo Amaro (Bairro/Centro) x R. Afonso Braz
5134.0,Av. Pres. Juscelino Kubitschek (Ibirapuera/Marg. Pinheiros) x Av. Brig. Faria Lima
5136.0,Av. Ibirapuera (Bairro/Centro) x Av. Chibaras
5137.0,Av. Ibirapuera (Bairro/Centro) x Av. Chibaras
5138.0,Av. Pres. Juscelino Kubitschek (Marg. Pinheiros/Ibirapuera) x R. Profº. Atílio Innocenti
5139.0,Av. Pres. Juscelino Kubitschek (Marg. Pinheiros/Ibirapuera) x R. Profº. Atílio Innocenti
5140.0,R. João Cachoeira (Pinheiros/Itaim) x Av. Pres. Juscelino Kubitschek
5141.0,Av. Pompéia (Pompeia/Barra Funda) x R. Nestor Vitor
5142.0,Av. Profº. Alfonso Bovero (Centro/Bairro) x R. Tucuna
5143.0,Av. Brig. Faria Lima (Pinheiros/Itaim) nº 1.134
5145.0,R. Artur de Azevedo (Centro/Bairro) x Av. Pedroso de Morais
5147.0,R. Pamplona (Centro/Bairro) x Al. Lorena
5148.0,R. Joaquim Floriano (Centro/Bairro) x R. Drº. Renato Paes de Barros
5149.0,R. Drº. Rafael de Barros (Centro/Bairro) x R. Tutóia
5150.0,R. Sergipe (Bairro/Centro) x R. Itacolomi
5151.0,R. dos Pinheiros (Bairro/Centro) x R. Drº. Virgilio de Carvalho Pinto
5153.0,Pça. Amadeu Amaral (Centro/Bairro) x R. Treze de Maio
5154.0,Av. Pedroso de Morais (Pinheiros/Itaim) x R. Teodoro Sampaio
5155.0,Av. Nove de Julho (Centro/Bairro) x R. Paim
5156.0,R. Bela Cintra (Bairro/Centro) x Al. Itu
5157.0,R. Oscar Freire (Consolação/Paraíso) x R. Haddock Lobo
5158.0,Al. Barão de Limeira (Centro/Bairro) x Al. Nothmann
5159.0,R. Cubatão (Consolação/Paraíso) x R. Sampaio Viana
5160.0,R. Drº. Alberto Seabra (Lapa/Pinheiros - Pinheiros/Lapa) nº 966 - nº 959
5161.0,R. Drº. Alberto Seabra (Lapa/Pinheiros - Pinheiros/Lapa) nº 966 - nº 959
5162.0,R. Apinajes (Perdizes/Pinheiros - Pinheiros/Perdizes) nº 1.694 - Oposto ao nº 1.694
5163.0,R. Apinajes (Perdizes/Pinheiros - Pinheiros/Perdizes) nº 1.694 - Oposto ao nº 1.694
5164.0,R. Aurélia (Lapa/Pinheiros - Pinheiros/Lapa) nº 1.906 - nº 1.921
5165.0,R. Aurélia (Lapa/Pinheiros - Pinheiros/Lapa) nº 1.906 - nº 1.921
5166.0,Pça. São Marcos (Pinheiros/Lapa - Lapa/Pinheiros) a mais 25 m da Av. São Gualter
5167.0,Pça. São Marcos (Pinheiros/Lapa - Lapa/Pinheiros) a mais 25 m da Av. São Gualter
5178.0,Av. Jabaquara (Centro/Bairro) nº 2046
5186.0,Av. Nove de Julho (Centro/Bairro) n° 4.364
5187.0,Av. Nove de Julho (Centro/Bairro) n° 4.364
5188.0,Av. Nove de Julho (Bairro/Centro) n° 4.325
5189.0,Av. Nove de Julho (Bairro/Centro) n° 4.325
5190.0,Av. Nove de Julho (Bairro/Centro) n° 2.029
5191.0,Av. Nove de Julho (Bairro/Centro) n° 2.029
5192.0,Av. Nove de Julho (Centro/Bairro) n° 2.054
5193.0,Av. Nove de Julho (Centro/Bairro) n° 2.054
5194.0,Av. Eusébio Matoso (Bairro/Centro) a menos 5 m da R. São Columbano
5195.0,Av. Eusébio Matoso (Bairro/Centro) a menos 5 m da R. São Columbano
5196.0,Av. Eusébio Matoso (Centro/Bairro) a mais 70 m da R. Cardeal Arcoverde
5197.0,Av. Eusébio Matoso (Centro/Bairro) a mais 70 m da R. Cardeal Arcoverde
5198.0,Av. Rebouças (Bairro/Centro) n° 839
5199.0,Av. Rebouças (Bairro/Centro) n° 839
5200.0,Av. Rebouças (Centro/Bairro) Oposto n° 839
5201.0,Av. Rebouças (Centro/Bairro) Oposto n° 839
5202.0,Av. Rebouças (Bairro/Centro) n° 2.485
5203.0,Av. Rebouças (Bairro/Centro) n° 2.485
5204.0,Av. Rebouças (Centro/Bairro) n° 2.472
5205.0,Av. Rebouças (Centro/Bairro) n° 2.472
5206.0,Av. Queiroz Filho (Bairro/Centro) n° 313
5207.0,Av. Presidente Tancredo Neves (Anchieta/Imigrantes) n° 332
5208.0,Av. Presidente Tancredo Neves (Imigrantes/Anchieta) Oposto n° 298
5209.0,Av. Francisco Matarazzo (Centro/Bairro) n° 524
5210.0,Av. Francisco Matarazzo (Centro/Bairro) n° 524
5211.0,Av. Francisco Matarazzo (Bairro/Centro) Oposto n° 524
5212.0,Av. Francisco Matarazzo (Bairro/Centro) Oposto n° 524
5213.0,Av. Francisco Matarazzo (Bairro/Centro) Oposto n° 1.500
5214.0,Av. Francisco Matarazzo (Bairro/Centro) Oposto n° 1.500
5215.0,R. Sena Madureira (Vl. Mariana/Ibirapuera) n° 1.484
5217.0,Av. Pacaembú (Pacaembú/Barra Funda) n° 885
5218.0,Av. Drº. Gastão Vidigal (Marg. Tiete/ Vl. Leopoldina) x R. Mergenthaler
5219.0,Av. Dr°. Gastão Vidigal (Vl. Leopoldina/Marg. Tietê) a mais 14 m da R. Major Paladino
5220.0,Av. Antonio Batuira (Marg. Pinheiros/Pça. Panamericana) a menos 20 m da Av. Semaneiros
5221.0,Av. Padre Pereira de Andrade (Pinheiros/Lapa) n° 575
5222.0,Av. Brig. Faria Lima (Itaim/Pinheiros) x Av. Pres. Juscelino Kubitschek
5223.0,R. Monte Pascal (Anhanguera/Lapa) a mais 29 m da R. Samuel Klabin
5224.0,R. Monte Pascal (Lapa/anhanguera) a mais 17 m do nº 300
5225.0,R. Vergueiro (Ipiranga/Vila Mariana) x R. Diderot
5226.0,R. da Consolação (Bairro/Centro) nº 927
5227.0,Av. Queiroz Filho (Centro/Bairro) Oposto ao nº 313
5228.0,R. Côn. Eugênio Leite (Bairro/Centro) x R. Artur de Azevedo
5229.0,Av. Profº. Abraão de Morais (Jabaquara/Ipiranga) nº 37
5230.0,Av. Antonio Joaquim de Moura Andrade (Marginal Pinheiros/Ibirapuera) nº 175
5231.0,R. Mauricio Francisco Klabin (Vila Mariana/Ipiranga) nº 422
5232.0,Av. Dr. Ricardo Jafet (Ipiranga/Imigrantes) a mais 27m da R. Mary Baida Salem
5233.0,R. Cardoso de Almeida (Pacaembu/Barra Funda) a menos 131m da R. Mons Alberto Pequeno
5234.0,R. Heitor Penteado (Centro/Bairro) a mais 88m do Viad. Drº. Arnaldo
5235.0,R. John Harrison (Barra Funda/Lapa) Oposto ao nº 735
5236.0,R. Cerro Corá (Lapa/Jaguare - Jaguare/Lapa) nº 1.268 - Oposto nº 1.268
5237.0,R. Cerro Corá (Lapa/Jaguare - Jaguare/Lapa) nº 1.268 - Oposto nº 1.268
5238.0,R. Cerro Corá (Jaguare/Lapa - Lapa/Jaguare) nº 2.375 - nº 2.384
5239.0,R. Cerro Corá (Jaguare/Lapa - Lapa/Jaguare) nº 2.375 - nº 2.384
5240.0,Av. Profº. Fonseca Rodrigues (Vl.Leopoldina/Pinheiros - Pinheiros/Vl.Leopoldina) a mais 267m da Pça. Apecatu - a menos 26 m da R. Ubiracica
5241.0,Av. Profº. Fonseca Rodrigues (Vl.Leopoldina/Pinheiros - Pinheiros/Vl.Leopoldina) a mais 267m da Pça. Apecatu - a menos 26 m da R. Ubiracica
5242.0,R. Major Paladino (Vila dos Remédios/Lapa) a mais 23m da Ponte dos Remédios
5243.0,R. Tito (Lapa/Perdizes) nº 21
5244.0,Vd. Armando Puglise (Paraíso/Consolação) alt do nº 911 da R. Treze de Maio
5245.0,Av. do Cursino (Centro/Bairro - Bairro/Centro) Oposto nº 3.271 - nº 3.271
5246.0,Av. do Cursino (Centro/Bairro - Bairro/Centro) Oposto nº 3.271 - nº 3.271
5247.0,R. Dom Vilares (Ipiranga/Imigrantes - Imigrantes/Ipiranga) x R. Evolução
5248.0,R. Dom Vilares (Ipiranga/Imigrantes - Imigrantes/Ipiranga) x R. Evolução
5249.0,R. Engº. Edgar Egídio de Souza (Santa Cecilia/Pacaembu) nº 303
5250.0,Av. Drº. Gentil de Moura (Centro/Bairro) nº 980
5251.0,Av. IV Centenário (Bairro/Centro - Centro/Bairro) nº 1.105 - Oposto nº 1.105
5252.0,Av. IV Centenário (Bairro/Centro - Centro/Bairro) nº 1.105 - Oposto nº 1.105
5253.0,R. do Lavapés (Centro/Bairro) nº 598
5254.0,R. Maestro Cardim (Paraiso/Liberdade) nº 1.251
5255.0,R. Nossa Senhora da Saúde (Anchieta/Imigrantes - Imigrantes/Anchieta) nº 1.387 - nº 1.394
5256.0,R. Nossa Senhora da Saúde (Anchieta/Imigrantes - Imigrantes/Anchieta) nº 1.387 - nº 1.394
5257.0,Av. Pe. Arlindo Vieira (Anchieta/Imigrantes - Imigrantes/Anchieta) nº 3.100 - nº 3.101
5258.0,Av. Pe. Arlindo Vieira (Anchieta/Imigrantes - Imigrantes/Anchieta) nº 3.100 - nº 3.101
5259.0,R. Engº. Ranulfo Pinheiro de Lima (Ipiranga/Vila Mariana) nº 74
5260.0,R. Ribeiro Lacerda (Imigrantes/Anchieta - Anchieta/Imigrantes) x R. Fonseca da Costa
5261.0,R. Ribeiro Lacerda (Imigrantes/Anchieta - Anchieta/Imigrantes) x R. Fonseca da Costa
5262.0,R. Vergueiro (Bairro/Centro - Centro/Bairro) nº 8.527 - Oposto nº 8.527
5263.0,R. Vergueiro (Bairro/Centro - Centro/Bairro) nº 8.527 - Oposto nº 8.527
5264.0,R. Cel. Diogo (Cambuci/Ipiranga - Ipiranga/Cambuci) nº 1.199 - Oposto ao nº 1.199
5265.0,R. Cel. Diogo (Cambuci/Ipiranga - Ipiranga/Cambuci) nº 1.199 - Oposto ao nº 1.199
5267.0,Av. Nazaré (Centro/Bairro) n° 588
5268.0,Av. Nazaré (Centro/Bairro) n° 588
5286.0,Av. Nazaré (Bairro/Centro) n° 1.361
5287.0,Al. Gabriel Monteiro da Silva (Marg. Pinheiros / Centro) nº 2.453
5288.0,Av. Pompéia (Pompéia/Marg. Tietê) nº 1.603
5289.0,Av. Pompéia (Marg. Tietê/Pompéia) nº 1.536
5290.0,Av. Indianópolis (Jabaquara / Ibirapuera) Oposto ao n° 46
5291.0,Av. Ibirapuera (Centro/Bairro) n° 1.994
5292.0,Av. Ibirapuera (Centro/Bairro) n° 1.994
5293.0,Av. Brig. Faria Lima (Pinheiros / Itaim) n° 4.532
5294.0,Av. Nove de Julho (Centro/Bairro) n° 3.384
5295.0,Av. Nove de Julho (Centro/Bairro) n° 3.384
5296.0,Av. Pedro Álvares Cabral (Jabaquara / Ibirapuera) n° 201
5297.0,Av. Pedro Álvares Cabral (Jabaquara / Ibirapuera) n° 201
5298.0,R. Bom Pastor (Helióp./Sacomã) n° 3.019
5299.0,Av. do Cursino (Bairro/Centro) x Pça. Antonio Pugliesi
5300.0,Av. República do Libano (Centro/Bairro) nº 528
5301.0,Av. Fagundes Filho (Jabaquara/Cursino) nº 789
5302.0,R. Br. de Jundiaí (Bairro/Centro) nº 272
5303.0,R. Augusta (Bairro/Centro) nº 1.801
5304.0,R. Augusta (Centro/Bairro) nº 1.828
5305.0,Av. Cidade Jardim (Bairro/Centro) x R. Araçari
5306.0,Av. Higienópolis (Centro/Bairro) nº 235
5307.0,R. da Consolação (Centro/Bairro) nº 1.272
5308.0,R. da Consolação (Centro/Bairro) nº 1.272
5309.0,R. Pedroso (Liberdade / Bela Vista) nº 258
5310.0,R. Dona Veridiana (Consolação/Sta. Cecília) nº 298
5311.0,Av. Nove de Julho (Bairro/Centro) nº 3.117
5312.0,Av. Nove de Julho (Bairro/Centro) nº 3.117
5313.0,Av. Paulo VI (Perdizes / Pinheiros) nº 2.022
5314.0,Av. Paulo VI (Perdizes / Pinheiros) nº 2.022
5315.0,Av. Paulo VI (Pinheiros/Perdizes) Oposto ao nº 2.004
5316.0,Av. Paulo VI (Pinheiros/Perdizes) Oposto ao nº 2.004
5317.0,Av. Rubem Berta (Aeroporto/Santana) a mais 70m do nº 1.377
5318.0,R. Teodoro Sampaio (Bairro/Centro) nº 2.883
5319.0,Av. Ermano Marchetti (Bairro/Centro) a mais 150m da Ponte do Piqueri
5320.0,Av. Ermano Marchetti (Bairro/Centro) a mais 150m da Ponte do Piqueri
5321.0,R. Teodoro Sampaio (Bairro/Centro) nº 1.316
5322.0,Av. Cidade Jardim (Bairro/Centro) x R. Araçari
5323.0,R. da Consolação (Bairro/Centro) nº 927
5324.0,Av. Ermano Marchetti (Centro/Bairro) a mais 40m da R. Cenno Sbrighi
5325.0,Av. Ermano Marchetti (Centro/Bairro) a mais 40m da R. Cenno Sbrighi
5326.0,Av. Ermano Marchetti (Bairro/Centro) a mais 38m da R. do Curtume
5327.0,Av. Ermano Marchetti (Bairro/Centro) a mais 38m da R. do Curtume
5328.0,Av. Ermano Marchetti (Centro/Bairro) a menos 160m da Ponte do Piqueri
5329.0,Av. Ermano Marchetti (Centro/Bairro) a menos 160m da Ponte do Piqueri
5330.0,Av. Padre Pereira de Andrade (Lapa/Pinheiros) Oposto ao nº 519
5331.0,Av. Norma Pieruccini Giannotti (Bairro/Centro) a menos 10m da Av. Rudge
5332.0,Av. Norma Pieruccini Giannotti (Bairro/Centro) a menos 10m da Av. Rudge
5333.0,Av. Norma Pieruccini Giannotti (Centro/Bairro) a mais 80m da R. James Holland
5334.0,Av. Norma Pieruccini Giannotti (Centro/Bairro) a mais 80m da R. James Holland
5337.0,Av. Profº. Noé Azevedo (Jabaquara / Vl. Mariana) a mais 20m da R. Dona Júlia
5338.0,Av. Profº. Noé Azevedo (Jabaquara / Vl. Mariana) a mais 20m da R. Dona Júlia
5339.0,R. Frei Caneca (Bairro/Centro) nº 425
5340.0,R. Pedro de Toledo (V.Mariana/Ibirapuera) x R. Napoleão de Barros
5341.0,Av. Almirante Delamare (São Paulo / S. C. do Sul) a menos 76m da R. Cônego Xavier
5342.0,Av. Almirante Delamare (São Paulo / S. C. do Sul) a menos 76m da R. Cônego Xavier
5344.0,Pça. da República (Centro/Bairro) nº 295
5345.0,Al. Joaquim Eugênio de Lima (Centro/Bairro) nº 286
5346.0,Av. Dr. Arnaldo (Centro/Bairro) a mais 155m da R. Mj. Natanael
5347.0,R. Augusta (Bairro/Centro) nº 1.801
5348.0,R. Palestra Itália (Perdizes/Lapa) x Av. Pompéia
5349.0,R. Palestra Itália (Perdizes/Lapa) x Av. Pompéia
5350.0,Av. Dr. Arnaldo (Centro/Bairro) a mais 155m da R. Mj. Natanael
5351.0,Al. Santos (Consolação /Paraíso) nº 1.293
5352.0,Av. Profº. Fonseca Rodrigues (Pinheiros/Ceasa) nº 224
5353.0,Av. Profº. Fonseca Rodrigues (Ceasa/Pinheiros) nº 787
5354.0,Av. Brasil (Ibirapuera/Pinheiros) nº 126
5355.0,Av. Paulo VI (Pinheiros/Sumaré) a mais 35m da R. Lisboa
5356.0,Av. Paulo VI (Pinheiros/Sumaré) a mais 35m da R. Lisboa
5357.0,Av. Paulo VI (Sumaré/Pinheiros) a mais 135m da Pça. Oswaldo Cruz de Souza Dias
5358.0,Av. Paulo VI (Sumaré/Pinheiros) a mais 135m da Pça. Oswaldo Cruz de Souza Dias
5359.0,Al. dos Nhambiquaras (Bairro/Centro) nº 614
5362.0,R. Afonso de Freitas (Centro/Bairro) nº 320
5363.0,Al. dos Maracatins (Centro/Bairro) a mais 7m da Av. Divino Salvador
5364.0,Av. Drº. Gastão Vidigal (Marg. Tietê/Pinheiros) Oposto ao nº 2.301
5365.0,R. Estados Unidos (Ibirapuera/Pinheiros) nº 1.470
5366.0,R. Haddock Lobo (Centro/Bairro) nº 403
5367.0,C.V. Maria Maluf (Ipiranga/Jabaquara) a mais 155m do Desemboque do Túnel
5368.0,C.V. Maria Maluf (Jabaquara/Ipiranga) a menos 122 m do Emboque do Túnel
5369.0,Av. Dr. Arnaldo (Bairro/Centro) nº 925
5370.0,Av. Dr. Arnaldo (Bairro/Centro) nº 925
5371.0,R. Iguatemi (Itaim/Pinheiros) nº 192
5372.0,R. Iguatemi (Itaim/Pinheiros) nº 192
5375.0,R. Card. Arcoverde (Centro/Bairro) nº 266
5376.0,R. Card. Arcoverde (Centro/Bairro) nº 266
5377.0,R. Tabapuã (Itaim/Jd. Paulista) nº 711
5378.0,R. Tabapuã (Itaim/Jd. Paulista) nº 711
5379.0,R. da Independência (Centro/Bairro) nº 480
5380.0,R. da Independência (Centro/Bairro) nº 480
5383.0,Av. Profº. Ascendino Reis (Bairro/Centro) nº 603
5384.0,Av. Profº. Ascendino Reis (Bairro/Centro) nº 603
5385.0,Av. Lins de Vasconcelos (Vl. Mariana/Cambuci) nº 1.807
5386.0,Av. Lins de Vasconcelos (Vl. Mariana/Cambuci) nº 1.807
5387.0,Av. Indianópolis (Ibirapuera /Jabaquara) nº 2.626
5388.0,Av. Indianópolis (Ibirapuera /Jabaquara) nº 2.626
5389.0,Av. Indianópolis (Jabaquara /Ibirapuera) nº 2.645
5390.0,Av. Indianópolis (Jabaquara /Ibirapuera) nº 2.645
5391.0,Av. Paulista (Paraíso/ Consolação) nº 1.106
5392.0,Av. Paulista (Paraíso/ Consolação) nº 1.106
5393.0,Av. Paulista (Consolação /Paraíso) nº 807
5394.0,Av. Paulista (Consolação /Paraíso) nº 807
5395.0,Av. Lins de Vasconcelos (Vl. Mariana/Cambuci) nº 653
5396.0,Av. Lins de Vasconcelos (Vl. Mariana/Cambuci) nº 653
5397.0,Av. Lacerda Franco (Cambuci/Vl. Mariana) nº 1.680
5398.0,Av. Lacerda Franco (Cambuci/Vl. Mariana) nº 1.680
5399.0,Av. Brig. Faria Lima (Itaim/Pinheiros) nº 2.537
5400.0,Av. Brig. Faria Lima (Itaim/Pinheiros) nº 2.537
5401.0,Av. Moreira Guimarães (Aeroporto/Santana) Oposto nº 900
5402.0,Av. Moreira Guimarães (Aeroporto/Santana) Oposto nº 900
5403.0,R. Domingos de Morais (Bairro/Centro) nº 2.329
5404.0,R. Domingos de Morais (Bairro/Centro) nº 2.329
5405.0,R. Domingos de Morais (Centro/Bairro) nº 2.668
5406.0,R. Domingos de Morais (Centro/Bairro) nº 2.668
5407.0,R. Heitor Penteado (Centro/Bairro) nº 1.570
5408.0,R. Heitor Penteado (Centro/Bairro) nº 1.570
5409.0,R. Heitor Penteado (Bairro/Centro) nº 1.529
5410.0,R. Heitor Penteado (Bairro/Centro) nº 1.529
5411.0,R. Borges Lagoa (Ibirapuera/Vl. Mariana) nº 971
5412.0,R. Borges Lagoa (Ibirapuera/Vl. Mariana) nº 971
5413.0,R. da Consolação (Bairro/Centro) x Av. Paulista
5414.0,R. da Consolação (Bairro/Centro) x Av. Paulista
5415.0,Av. Antártica (Sumaré/Marg. Tietê) x Pça. Luiz Carlos Mesquita
5416.0,Av. do Cursino (Centro/Bairro) x R. Drº. Nestor Alberto de Macedo
5417.0,Av. General Olímpio da Silveira (Centro/Bairro) x R. Cons. Brotero
5419.0,Av. República do Libano (Bairro/Centro) nº 385
5420.0,Estr. das Lágrimas (Bairro/Centro) x R. Visc. de Magé
5421.0,R. Jeroaquara (Centro/Bairro) x R. Faustolo
5422.0,Av. Angélica (Higienóp/Barra Funda) x Al. Barros
5423.0,Av. Cidade Jardim (Centro/ Bairro) Oposto ao nº 993
