,Data,Hora,Local,Faixa,EspecieVeiculo,ClasseVeiculo,Comprimento(m),VelocidadePontual,Descricao,Latitude,Longitude
9230,20180509,105031,4326,3,1.0,0.0,3.2,97.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9231,20180509,105032,4326,1,0.0,0.0,1.0,119.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9232,20180509,105033,4326,3,1.0,0.0,3.4,111.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9233,20180509,105035,4326,4,1.0,0.0,3.0,100.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9234,20180509,105036,4326,1,1.0,0.0,4.0,122.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9235,20180509,105036,4326,2,1.0,0.0,3.7,108.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9236,20180509,105036,4326,3,1.0,0.0,3.3,108.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9237,20180509,105036,4326,4,1.0,0.0,3.6,97.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9238,20180509,105037,4326,1,1.0,0.0,3.6,125.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9239,20180509,105038,4326,2,1.0,0.0,3.8,106.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9240,20180509,105038,4326,4,1.0,0.0,3.3,92.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9241,20180509,105049,4326,1,1.0,0.0,3.7,108.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9242,20180509,105049,4326,4,1.0,0.0,3.8,117.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9243,20180509,105050,4326,2,1.0,0.0,3.2,97.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9244,20180509,105051,4326,1,1.0,0.0,3.6,111.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9245,20180509,105101,4326,4,1.0,0.0,3.2,97.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9246,20180509,105104,4326,2,1.0,0.0,3.5,100.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9247,20180509,105104,4326,4,1.0,0.0,3.2,131.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9248,20180509,105107,4326,2,1.0,0.0,3.3,117.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9249,20180509,105107,4326,3,1.0,0.0,3.3,117.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9250,20180509,105144,4326,2,0.0,0.0,0.3,58.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9251,20180509,105146,4326,3,1.0,0.0,3.6,47.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9252,20180509,105147,4326,2,1.0,0.0,3.8,42.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9253,20180509,105148,4326,5,1.0,0.0,3.6,42.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9254,20180509,105149,4326,3,1.0,0.0,3.6,53.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9255,20180509,105149,4326,4,1.0,0.0,3.7,47.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9256,20180509,105149,4326,5,1.0,0.0,3.6,53.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9257,20180509,105151,4326,3,1.0,0.0,3.8,75.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9258,20180509,105152,4326,4,1.0,0.0,3.8,58.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9259,20180509,105154,4326,3,1.0,0.0,3.6,100.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9260,20180509,105155,4326,2,1.0,0.0,3.7,94.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9261,20180509,105155,4326,4,1.0,0.0,3.4,86.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9262,20180509,105156,4326,3,1.0,0.0,3.4,83.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9263,20180509,105157,4326,5,1.0,0.0,3.7,108.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9264,20180509,105159,4326,2,1.0,0.0,3.2,100.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9265,20180509,105159,4326,3,1.0,0.0,3.6,103.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9266,20180509,105200,4326,2,1.0,0.0,3.3,94.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9267,20180509,105202,4326,2,1.0,0.0,3.3,94.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9268,20180509,105202,4326,3,1.0,0.0,3.6,92.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9269,20180509,105203,4326,3,1.0,0.0,3.8,97.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9270,20180509,105204,4326,2,1.0,0.0,3.8,94.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9271,20180509,105204,4326,5,1.0,0.0,0.0,0.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9272,20180509,105205,4326,3,1.0,0.0,3.5,94.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9273,20180509,105237,4326,2,1.0,0.0,3.7,97.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9274,20180509,105237,4326,5,1.0,0.0,3.2,94.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9275,20180509,105240,4326,5,1.0,0.0,3.9,103.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9276,20180509,105241,4326,2,1.0,0.0,3.8,97.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9277,20180509,105242,4326,2,1.0,0.0,3.4,100.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9278,20180509,105242,4326,3,1.0,0.0,3.5,114.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9279,20180509,105243,4326,2,1.0,0.0,3.4,100.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9280,20180509,105243,4326,4,1.0,0.0,3.3,94.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9281,20180509,105244,4326,3,1.0,0.0,2.5,94.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9282,20180509,105244,4326,4,1.0,0.0,2.5,94.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9283,20180509,105244,4326,5,1.0,0.0,3.7,108.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9284,20180509,105245,4326,1,1.0,0.0,3.3,89.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9285,20180509,105245,4326,3,1.0,0.0,4.3,114.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9286,20180509,105246,4326,1,1.0,0.0,3.2,108.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9287,20180509,105246,4326,3,1.0,0.0,3.8,108.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9288,20180509,105248,4326,1,1.0,0.0,2.9,133.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9289,20180509,105248,4326,2,1.0,0.0,2.8,131.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9290,20180509,105248,4326,4,1.0,0.0,3.4,92.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9291,20180509,105248,4326,5,1.0,0.0,0.0,0.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9292,20180509,105249,4326,2,1.0,0.0,3.7,106.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9293,20180509,105250,4326,3,1.0,0.0,3.4,100.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9294,20180509,105251,4326,2,1.0,0.0,3.5,111.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9295,20180509,105316,4326,1,1.0,0.0,3.3,131.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9296,20180509,105316,4326,2,1.0,0.0,3.6,119.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9297,20180509,105317,4326,4,1.0,0.0,3.5,92.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9298,20180509,105319,4326,2,1.0,0.0,3.8,108.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9299,20180509,105319,4326,4,1.0,0.0,3.8,94.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9300,20180509,105322,4326,3,0.0,1.0,6.9,100.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9301,20180509,105323,4326,1,1.0,0.0,3.4,111.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9302,20180509,105323,4326,4,1.0,0.0,3.7,106.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9303,20180509,105324,4326,3,1.0,0.0,3.7,103.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9304,20180509,105325,4326,2,1.0,0.0,3.3,111.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9305,20180509,105328,4326,4,1.0,0.0,3.3,78.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9306,20180509,105329,4326,3,1.0,0.0,3.8,108.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9307,20180509,105330,4326,1,1.0,0.0,3.6,111.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9308,20180509,105330,4326,4,1.0,0.0,3.1,86.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9309,20180509,105410,4326,3,0.0,1.0,5.9,47.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9310,20180509,105410,4326,4,1.0,0.0,3.6,50.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9311,20180509,105411,4326,1,1.0,0.0,3.9,47.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9312,20180509,105411,4326,2,1.0,0.0,3.2,50.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9313,20180509,105412,4326,3,1.0,0.0,3.6,69.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9314,20180509,105413,4326,1,1.0,0.0,3.6,53.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9315,20180509,105413,4326,4,1.0,0.0,3.7,58.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9316,20180509,105414,4326,2,1.0,0.0,3.5,47.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9317,20180509,105415,4326,3,1.0,0.0,5.0,67.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9318,20180509,105417,4326,2,1.0,0.0,3.3,94.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9319,20180509,105417,4326,5,1.0,0.0,3.7,86.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9320,20180509,105418,4326,3,1.0,0.0,3.5,119.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9321,20180509,105419,4326,1,1.0,0.0,3.4,92.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9322,20180509,105419,4326,2,1.0,0.0,3.3,103.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9323,20180509,105419,4326,4,1.0,0.0,3.7,92.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9324,20180509,105420,4326,3,1.0,0.0,4.0,114.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9325,20180509,105420,4326,5,1.0,0.0,3.8,89.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9326,20180509,105422,4326,4,1.0,0.0,3.8,92.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9327,20180509,105423,4326,2,1.0,0.0,3.9,111.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9328,20180509,105423,4326,5,1.0,0.0,3.7,92.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9329,20180509,105424,4326,1,1.0,0.0,3.4,92.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9330,20180509,105425,4326,2,1.0,0.0,3.4,106.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9331,20180509,105426,4326,3,1.0,0.0,3.8,108.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9332,20180509,105433,4326,4,1.0,0.0,3.7,89.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9333,20180509,105436,4326,1,0.0,0.0,0.9,100.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9334,20180509,105437,4326,4,1.0,0.0,3.2,103.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9335,20180509,105439,4326,1,1.0,0.0,4.0,139.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9336,20180509,105439,4326,5,1.0,0.0,4.0,117.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9337,20180509,105440,4326,2,1.0,0.0,3.5,117.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9338,20180509,105440,4326,3,1.0,0.0,3.4,131.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9339,20180509,105443,4326,3,1.0,0.0,3.7,147.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9340,20180509,105443,4326,4,1.0,0.0,3.4,108.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9341,20180509,105444,4326,4,1.0,0.0,3.1,119.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9342,20180509,105446,4326,2,1.0,0.0,4.0,108.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9343,20180509,105448,4326,3,1.0,0.0,3.4,122.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9344,20180509,105451,4326,2,1.0,0.0,3.6,103.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9345,20180509,105452,4326,1,1.0,0.0,3.6,106.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9346,20180509,105454,4326,1,1.0,0.0,3.4,108.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9347,20180509,105454,4326,3,1.0,0.0,3.2,117.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9348,20180509,105455,4326,2,1.0,0.0,3.3,100.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9349,20180509,105456,4326,4,1.0,0.0,3.8,117.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9350,20180509,105457,4326,2,1.0,0.0,3.4,103.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9351,20180509,105457,4326,4,1.0,0.0,4.1,114.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9352,20180509,105457,4326,5,1.0,0.0,3.5,61.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9353,20180509,105458,4326,3,1.0,0.0,3.9,111.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9354,20180509,105459,4326,5,0.0,0.0,0.0,0.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9355,20180509,105504,4326,2,1.0,0.0,3.3,106.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9356,20180509,105505,4326,2,1.0,0.0,3.4,106.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9357,20180509,105506,4326,3,1.0,0.0,3.5,111.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9358,20180509,105515,4326,3,1.0,0.0,3.9,97.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9359,20180509,105515,4326,4,1.0,0.0,3.3,86.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9360,20180509,105518,4326,3,1.0,0.0,3.3,106.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9361,20180509,105519,4326,2,1.0,0.0,3.5,106.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9362,20180509,105519,4326,4,1.0,0.0,3.5,83.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9363,20180509,105520,4326,4,1.0,0.0,3.5,89.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9364,20180509,105521,4326,3,1.0,0.0,3.4,103.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9365,20180509,105522,4326,4,1.0,0.0,3.0,86.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9366,20180509,105523,4326,5,1.0,0.0,3.3,100.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9367,20180509,105524,4326,3,1.0,0.0,3.6,106.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9368,20180509,105525,4326,2,1.0,0.0,3.7,125.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9369,20180509,105525,4326,4,1.0,0.0,3.6,100.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9370,20180509,105526,4326,3,1.0,0.0,3.5,94.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9371,20180509,105528,4326,4,1.0,0.0,3.6,100.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9372,20180509,105529,4326,1,1.0,0.0,3.7,119.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9373,20180509,105529,4326,3,1.0,0.0,3.3,94.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9374,20180509,105531,4326,2,1.0,0.0,3.6,122.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9375,20180509,105531,4326,4,1.0,0.0,4.0,94.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9376,20180509,105532,4326,2,1.0,0.0,3.2,119.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9377,20180509,105534,4326,4,1.0,0.0,3.7,111.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9378,20180509,105535,4326,2,1.0,0.0,3.8,125.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9379,20180509,105535,4326,3,1.0,0.0,3.2,81.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9380,20180509,105539,4326,1,0.0,0.0,0.5,125.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9381,20180509,105539,4326,2,1.0,0.0,3.5,108.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9382,20180509,105550,4326,2,1.0,0.0,3.3,100.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9383,20180509,105550,4326,4,1.0,0.0,3.7,89.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9384,20180509,105551,4326,4,1.0,0.0,3.2,92.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9385,20180509,105552,4326,3,1.0,0.0,3.4,100.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9386,20180509,105554,4326,2,1.0,0.0,3.5,111.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9387,20180509,105554,4326,3,1.0,0.0,3.3,89.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9388,20180509,105554,4326,4,1.0,0.0,3.6,86.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9389,20180509,105644,4326,2,1.0,0.0,3.6,103.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9390,20180509,105644,4326,5,1.0,0.0,0.0,0.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9391,20180509,105645,4326,3,1.0,0.0,3.9,89.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9392,20180509,105646,4326,1,1.0,0.0,3.8,83.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9393,20180509,105646,4326,2,1.0,0.0,3.7,97.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9394,20180509,105646,4326,4,1.0,0.0,3.3,78.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9395,20180509,105649,4326,4,1.0,0.0,3.4,67.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9396,20180509,105650,4326,3,1.0,0.0,3.6,83.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9397,20180509,105651,4326,4,1.0,0.0,3.6,69.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
9398,20180509,105652,4326,1,1.0,0.0,3.7,83.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo,-23.54960196,-46.60500096
